,words,tfidf,topic
11,walk,0.035563025,4
12,game,0.035042224,4
13,wake,0.033461241,4
14,fall,0.032674978,4
15,stay,0.030849698,4
16,face,0.026588484,4
17,big,0.026555048,4
18,video,0.025372089,4
19,food,0.024942703,4
20,morning,0.024345983,4
21,drive,0.02317615,4
22,weight,0.022221325,4
23,phone,0.021855526,4
24,enjoy,0.021754608,4
25,hand,0.021319763,4
26,half,0.020925288,4
27,small,0.020846632,4
28,hit,0.020804767,4
29,eye,0.020099019,4
30,outside,0.019446998,4
31,run,0.019332705,4
32,minute,0.019180101,4
33,early,0.018749588,4
34,lie,0.018502988,4
36,clean,0.017477251,4
37,late,0.017410888,4
38,force,0.017086065,4
39,drink,0.016797245,4
40,second,0.016796194,4
41,stand,0.016516996,4
42,shower,0.015767703,4
43,door,0.015746448,4
44,lay,0.015744902,4
45,today,0.015581023,4
46,wait,0.015014444,4
47,throw,0.01487261,4
48,tear,0.014751237,4
49,motivation,0.014668232,4
50,pick,0.01447592,4
51,smoke,0.014408699,4
52,music,0.01438109,4
53,water,0.012908852,4
54,light,0.01283011,4
56,usually,0.012637392,4
57,step,0.01243929,4
58,fast,0.012411438,4
59,wear,0.012410122,4
0,care,0.059648429,5
1,end,0.056553258,5
2,away,0.050639363,5
3,happy,0.046657757,5
4,use,0.046391228,5
5,anymore,0.044569727,5
6,shit,0.042647692,5
7,feeling,0.04229399,5
8,die,0.042170923,5
9,happen,0.040448888,5
10,stop,0.040012525,5
11,right,0.039370127,5
12,cry,0.038730705,5
13,mind,0.038501191,5
14,hate,0.037923278,5
15,world,0.037432705,5
16,pain,0.037413484,5
17,head,0.036343393,5
18,thought,0.033818414,5
19,fuck,0.031019387,5
20,probably,0.029392574,5
21,hope,0.029325137,5
22,bring,0.029267174,5
23,hurt,0.028947415,5
24,wish,0.027146149,5
25,remember,0.026841882,5
26,fucking,0.026760677,5
27,matter,0.02562544,5
28,real,0.025416487,5
29,moment,0.023873677,5
30,emotion,0.023359676,5
31,cause,0.023284991,5
32,kill,0.023144577,5
33,constantly,0.022570299,5
34,stupid,0.022192586,5
35,inside,0.022009743,5
36,heart,0.021995768,5
37,hold,0.021912638,5
38,suicide,0.021664498,5
39,act,0.02129818,5
40,sad,0.021174087,5
41,man,0.020329159,5
42,honestly,0.020157916,5
43,death,0.019828875,5
44,body,0.018991476,5
45,truly,0.018968604,5
46,laugh,0.0188864,5
47,hell,0.01882942,5
48,deserve,0.018654511,5
49,normal,0.018215837,5
51,happiness,0.018084835,5
52,bear,0.01797662,5
53,dream,0.017938665,5
54,fine,0.017718268,5
55,push,0.017635091,5
56,deal,0.017037967,5
57,human,0.016218906,5
58,type,0.016142051,5
59,hide,0.016092649,5
